DATE,GSLOOK,GSWS01,GSWS02,GSWS03,GSWS08,GSWS09,GSWS10,GSWSMC,date,year,month,WATERYEAR
2005-01-25,,,,,,,,,,2005,1,2005
2005-01-26,,,,,,,,,,2005,1,2005
2005-01-27,,,,,,,,,,2005,1,2005
2005-01-28,,,,,,,,,,2005,1,2005
2005-01-29,,,,,,,,,,2005,1,2005
2005-01-30,,,,,,,,,,2005,1,2005
2005-01-31,,,,,,,,,,2005,1,2005
2005-02-01,,,,,,,,,,2005,2,2005
2005-02-02,,,,,,,,,,2005,2,2005
2005-02-03,,,,,,,,,,2005,2,2005
2005-02-04,,,,,,,,,,2005,2,2005
2005-02-05,,,,,,,,,,2005,2,2005
2005-02-06,,,,,,,,,,2005,2,2005
2005-02-07,,,,,,,,,,2005,2,2005
2005-02-08,,,,,,,,,,2005,2,2005
2005-02-09,,,,,,,,,,2005,2,2005
2005-02-10,,,,,,,,,,2005,2,2005
2005-02-11,,,,,,,,,,2005,2,2005
2005-02-12,,,,,,,,,,2005,2,2005
2005-02-13,,,,,,,,,,2005,2,2005
2005-02-14,,,,,,,,,,2005,2,2005
2005-02-15,,,,,,,,,,2005,2,2005
2005-02-16,,,,,,,,,,2005,2,2005
2005-02-17,,,,,,,,,,2005,2,2005
2005-02-18,,,,,,,,,,2005,2,2005
2005-02-19,,,,,,,,,,2005,2,2005
2005-02-20,,,,,,,,,,2005,2,2005
2005-02-21,,,,,,,,,,2005,2,2005
2005-02-22,,,,,,,,,,2005,2,2005
2005-02-23,,,,,,,,,,2005,2,2005
2005-02-24,,,,,,,,,,2005,2,2005
2005-02-25,,,,,,,,,,2005,2,2005
2005-02-26,,,,,,,,,,2005,2,2005
2005-02-27,,,,,,,,,,2005,2,2005
2005-02-28,,,,,,,,,,2005,2,2005
2005-03-01,,,,,,,,,,2005,3,2005
2005-03-02,,,,,,,,,,2005,3,2005
2005-03-03,,,,,,,,,,2005,3,2005
2005-03-04,,,,,,,,,,2005,3,2005
2005-03-05,,,,,,,,,,2005,3,2005
2005-03-06,,,,,,,,,,2005,3,2005
2005-03-07,,,,,,,,,,2005,3,2005
2005-03-08,,,,,,,,,,2005,3,2005
2005-03-09,,,,,,,,,,2005,3,2005
2005-03-10,,,,,,,,,,2005,3,2005
2005-03-11,,,,,,,,,,2005,3,2005
2005-03-12,,,,,,,,,,2005,3,2005
2005-03-13,,,,,,,,,,2005,3,2005
2005-03-14,,,,,,,,,,2005,3,2005
2005-03-15,,,,,,,,,,2005,3,2005
2005-03-16,,,,,,,,,,2005,3,2005
2005-03-17,,,,,,,,,,2005,3,2005
2005-03-18,,,,,,,,,,2005,3,2005
2005-03-19,,,,,,,,,,2005,3,2005
2005-03-20,,,,,,,,,,2005,3,2005
2005-03-21,,,,,,,,,,2005,3,2005
2005-03-22,,,,,,,,,,2005,3,2005
2005-03-23,,,,,,,,,,2005,3,2005
2005-03-24,,,,,,,,,,2005,3,2005
2005-03-25,,,,,,,,,,2005,3,2005
2005-03-26,,,,,,,,,,2005,3,2005
2005-03-27,,,,,,,,,,2005,3,2005
2005-03-28,,,,,,,,,,2005,3,2005
2005-03-29,,,,,,,,,,2005,3,2005
2005-03-30,,,,,,,,,,2005,3,2005
2005-03-31,,,,,,,,,,2005,3,2005
2005-04-01,,,,,,,,,,2005,4,2005
2005-04-02,,,,,,,,,,2005,4,2005
2005-04-03,,,,,,,,,,2005,4,2005
2005-04-04,,,,,,,,,,2005,4,2005
2005-04-05,,,,,,,,,,2005,4,2005
2005-04-06,,,,,,,,,,2005,4,2005
2005-04-07,,,,,,,,,,2005,4,2005
2005-04-08,,,,,,,,,,2005,4,2005
2005-04-09,,,,,,,,,,2005,4,2005
2005-04-10,,,,,,,,,,2005,4,2005
2005-04-11,,,,,,,,,,2005,4,2005
2005-04-12,,,,,,,,,,2005,4,2005
2005-04-13,,,,,,,,,,2005,4,2005
2005-04-14,,,,,,,,,,2005,4,2005
2005-04-15,,,,,,,,,,2005,4,2005
2005-04-16,,,,,,,,,,2005,4,2005
2005-04-17,,,,,,,,,,2005,4,2005
2005-04-18,,,,,,,,,,2005,4,2005
2005-04-19,,,,,,,,,,2005,4,2005
2005-04-20,,,,,,,,,,2005,4,2005
2005-04-21,,,,,,,,,,2005,4,2005
2005-04-22,,,,,,,,,,2005,4,2005
2005-04-23,,,,,,,,,,2005,4,2005
2005-04-24,,,,,,,,,,2005,4,2005
2005-04-25,,,,,,,,,,2005,4,2005
2005-04-26,,,,,,,,,,2005,4,2005
2005-04-27,,,,,,,,,,2005,4,2005
2005-04-28,,,,,,,,,,2005,4,2005
2005-04-29,,,,,,,,,,2005,4,2005
2005-04-30,,,,,,,,,,2005,4,2005
2005-05-01,,,,,,,,,,2005,5,2005
2005-05-02,,,,,,,,,,2005,5,2005
2005-05-03,,,,,,,,,,2005,5,2005
2005-05-04,,,,,,,,,,2005,5,2005
2005-05-05,,,,,,,,,,2005,5,2005
2005-05-06,,,,,,,,,,2005,5,2005
2005-05-07,,,,,,,,,,2005,5,2005
2005-05-08,,,,,,,,,,2005,5,2005
2005-05-09,,,,,,,,,,2005,5,2005
2005-05-10,,,,,,,,,,2005,5,2005
2005-05-11,,,,,,,,,,2005,5,2005
2005-05-12,,,,,,,,,,2005,5,2005
2005-05-13,,,,,,,,,,2005,5,2005
2005-05-14,,,,,,,,,,2005,5,2005
2005-05-15,,,,,,,,,,2005,5,2005
2005-05-16,,,,,,,,,,2005,5,2005
2005-05-17,,,,,,,,,,2005,5,2005
2005-05-18,,,,,,,,,,2005,5,2005
2005-05-19,,,,,,,,,,2005,5,2005
2005-05-20,,,,,,,,,,2005,5,2005
2005-05-21,,,,,,,,,,2005,5,2005
2005-05-22,,,,,,,,,,2005,5,2005
2005-05-23,,,,,,,,,,2005,5,2005
2005-05-24,,,,,,,,,,2005,5,2005
2005-05-25,,,,,,,,,,2005,5,2005
2005-05-26,,,,,,,,,,2005,5,2005
2005-05-27,,,,,,,,,,2005,5,2005
2005-05-28,,,,,,,,,,2005,5,2005
2005-05-29,,,,,,,,,,2005,5,2005
2005-05-30,,,,,,,,,,2005,5,2005
2005-05-31,,,,,,,,,,2005,5,2005
2005-06-01,,,,,,,,,,2005,6,2005
2005-06-02,,,,,,,,,,2005,6,2005
2005-06-03,,,,,,,,,,2005,6,2005
2005-06-04,,,,,,,,,,2005,6,2005
2005-06-05,,,,,,,,,,2005,6,2005
2005-06-06,,,,,,,,,,2005,6,2005
2005-06-07,,6.804820941440002e-05,5.453477965280001e-05,5.676515155520001e-05,4.0977617108800005e-05,7.70134298064e-05,9.388335061720002e-05,0.00010304536853,,2005,6,2005
2005-06-08,6.6255165336e-05,4.642234851760001e-05,4.37765151824e-05,3.830991738240001e-05,3.9479769311600005e-05,3.2821453191200004e-05,5.844886367760001e-05,9.3533488358e-05,,2005,6,2005
2005-06-09,5.488464191200001e-05,2.75297865208e-05,3.34118457536e-05,3.0470816137200005e-05,3.38163739908e-05,1.7766442850000003e-05,3.5795282394400004e-05,7.235588848080001e-05,,2005,6,2005
2005-06-10,4.723140499200001e-05,2.0062413926000005e-05,2.8732438036800004e-05,2.6086604701600005e-05,2.9126033078400006e-05,1.3141701111200002e-05,2.5649276877600008e-05,5.6743285164000014e-05,,2005,6,2005
2005-06-11,4.4935433916e-05,1.68043216372e-05,2.5824208007200008e-05,2.4271694232000007e-05,2.6425533765200003e-05,1.120652549e-05,2.0816804422400004e-05,5.408651863320001e-05,,2005,6,2005
2005-06-12,4.2202135016e-05,1.42022210844e-05,2.339703858400001e-05,2.1855458004400007e-05,2.4512224535200005e-05,1.01569387124e-05,1.7853908414800004e-05,5.01177686304e-05,,2005,6,2005
2005-06-13,3.8156852644000006e-05,1.24419765928e-05,2.19975895472e-05,2.02482782512e-05,2.1910123982400005e-05,9.3806818248e-06,1.64325929868e-05,4.553675967400001e-05,,2005,6,2005
2005-06-14,3.4986225920000006e-05,1.12721246636e-05,2.05981405104e-05,1.80835055224e-05,1.99749483612e-05,8.866821631600002e-06,1.5208075079600002e-05,4.127281339000001e-05,,2005,6,2005
2005-06-15,3.2252927020000004e-05,1.0277203864e-05,1.9297090234e-05,1.66075241164e-05,1.80835055224e-05,8.363894634000002e-06,1.38742252164e-05,3.7260330604800005e-05,,2005,6,2005
2005-06-16,3.181559919600001e-05,1.1709452487600002e-05,2.16258608968e-05,2.13415978112e-05,1.940642219e-05,9.785210062e-06,1.7427513786400002e-05,3.7336862974e-05,,2005,6,2005
2005-06-17,3.4986225920000006e-05,1.27262396784e-05,2.1461862962800004e-05,2.2894111586400003e-05,2.08714704004e-05,1.0419335406800002e-05,1.84443009772e-05,3.756646008160001e-05,,2005,6,2005
2005-06-18,3.3127582668e-05,1.1720385683200002e-05,1.9559486928400003e-05,1.98546832096e-05,1.91330923e-05,9.894542018000002e-06,1.69136535932e-05,3.58171487856e-05,,2005,6,2005
2005-06-19,3.181559919600001e-05,1.07363980792e-05,1.82147038696e-05,1.7733643263200005e-05,1.9701618471200004e-05,9.129218326e-06,1.4989411167600005e-05,3.47019628344e-05,,2005,6,2005
2005-06-20,3.2252927020000004e-05,9.5884125412e-06,1.7121384309600003e-05,1.51752754928e-05,1.9996814752400004e-05,8.112431135200001e-06,1.34259641968e-05,3.253719010560001e-05,,2005,6,2005
2005-06-21,2.9082300296000005e-05,8.724690088800002e-06,1.6170196292400004e-05,1.5514204556400004e-05,1.81928374784e-05,7.117510335600001e-06,1.2113980724800004e-05,2.997882233520001e-05,,2005,6,2005
2005-06-22,2.7223657044000008e-05,8.243629482400001e-06,1.5339273426800004e-05,1.4497417365600004e-05,1.7340048221600002e-05,6.6255165336e-06,1.1643853314000005e-05,2.8251377430400008e-05,,2005,6,2005
2005-06-23,2.5365013792000005e-05,7.6204373332e-06,1.45520833436e-05,1.3655561304400002e-05,1.6290461444000003e-05,7.915633614400001e-06,1.08129304484e-05,2.65457989168e-05,,2005,6,2005
2005-06-24,2.4053030320000005e-05,8.429493807600001e-06,1.4901945602800004e-05,1.2912104003600004e-05,1.52627410576e-05,7.347107443200001e-06,1.0178805103600002e-05,2.46215564912e-05,,2005,6,2005
2005-06-25,2.2741046848e-05,7.8391012452e-06,1.42896866492e-05,1.2190513094000003e-05,1.4453684583200002e-05,7.2159090960000015e-06,9.7414772796e-06,2.31893078676e-05,,2005,6,2005
2005-06-26,2.1319731420000003e-05,7.554838159600001e-06,1.38523588252e-05,1.16657197052e-05,1.3633694913200003e-05,6.975378792800002e-06,9.326015846800004e-06,2.2205320263600004e-05,,2005,6,2005
2005-06-27,2.0882403596e-05,7.5767045508e-06,1.3546229348400005e-05,1.15454545536e-05,1.3382231414400002e-05,6.997245184000001e-06,9.4681473896e-06,2.2555182522800005e-05,,2005,6,2005
2005-06-28,2.1319731420000003e-05,7.095643944400002e-06,1.3043302350800004e-05,1.1348657032800002e-05,1.3043302350800004e-05,6.5927169468e-06,9.1729511084e-06,2.26426480876e-05,,2005,6,2005
2005-06-29,2.0007747948000003e-05,6.461518599600001e-06,1.2496642570800002e-05,1.09003960132e-05,1.21467803116e-05,6.111656340400002e-06,8.374827829600002e-06,2.0259211446800004e-05,,2005,6,2005
2005-06-30,1.9023760344e-05,6.002324384400002e-06,1.2070247942400004e-05,1.0375602624400002e-05,1.14907885756e-05,5.871126037200001e-06,7.926566810000001e-06,1.8925361583600005e-05,,2005,6,2005
2005-07-01,1.7711776872000005e-05,5.6852617120000005e-06,1.16001205316e-05,9.938274800400002e-06,1.0878529622000002e-05,5.652462125200001e-06,7.6095041376000015e-06,1.7766442850000003e-05,,2005,7,2005
2005-07-02,1.7274449048000004e-05,5.433798213200001e-06,1.1162792707600002e-05,9.5884125412e-06,1.0320936646400002e-05,5.411931822e-06,7.183109509200001e-06,1.6760588854800003e-05,,2005,7,2005
2005-07-03,1.6290461444000003e-05,5.204201105600001e-06,1.08129304484e-05,9.282283064400002e-06,9.8836088224e-06,5.324466257200001e-06,6.898846423600001e-06,1.6017131554000003e-05,,2005,7,2005
2005-07-04,1.5853133620000002e-05,4.876205237600001e-06,1.04740013848e-05,8.987086783200001e-06,9.446280998400002e-06,5.346332648400001e-06,6.559917360000001e-06,1.5229941470800004e-05,,2005,7,2005
2005-07-05,1.5415805796e-05,4.6138085432000005e-06,1.0200671494800005e-05,8.659090915200001e-06,9.0308195656e-06,4.887138433200001e-06,6.3084538612e-06,1.4442751387600004e-05,,2005,7,2005
2005-07-06,1.4978477972000003e-05,4.810606064000001e-06,1.0080406343200002e-05,8.844955240400001e-06,8.987086783200001e-06,4.417011022400001e-06,7.030044770800001e-06,1.4672348495200004e-05,,2005,7,2005
2005-07-07,1.4541150148000002e-05,4.406077826800001e-06,9.6540117148e-06,8.473226590000001e-06,8.637224524000002e-06,3.684486917200001e-06,6.417785817200001e-06,1.39616907812e-05,,2005,7,2005
2005-07-08,1.4103822324000005e-05,4.6903409124e-06,9.511880172e-06,8.604424937200002e-06,8.385761025200001e-06,3.2799586800000004e-06,6.8879132280000016e-06,1.38523588252e-05,,2005,7,2005
2005-07-09,1.4541150148000002e-05,4.6138085432000005e-06,9.3150826512e-06,8.582558546e-06,8.320161851600002e-06,2.7879648780000005e-06,6.8441804456000015e-06,1.3841425629600002e-05,,2005,7,2005
2005-07-10,1.4541150148000002e-05,4.930871215600001e-06,9.435347802800002e-06,8.877754827200002e-06,8.440427003200001e-06,5.138601932e-06,7.183109509200001e-06,1.43990186052e-05,,2005,7,2005
2005-07-11,1.4103822324000005e-05,4.143681132400001e-06,8.735623284400002e-06,8.090564744000002e-06,7.8937672232e-06,5.0620695628e-06,6.0788567536000005e-06,1.30761019376e-05,,2005,7,2005
2005-07-12,1.3119834720000002e-05,3.9031508292e-06,8.374827829600002e-06,7.5329717684e-06,7.434573008000001e-06,4.482610196000001e-06,5.641528929600001e-06,1.1829717639200005e-05,,2005,7,2005
2005-07-13,1.2682506896000002e-05,3.914084024800001e-06,8.101497939600001e-06,7.194042704800001e-06,7.084710748800001e-06,4.307679066400001e-06,5.433798213200001e-06,1.1261191468000002e-05,,2005,7,2005
2005-07-14,1.2245179072000005e-05,3.717286504000001e-06,7.9921659836e-06,6.975378792800002e-06,6.778581272000001e-06,4.209280306000001e-06,5.324466257200001e-06,1.1064393947200004e-05,,2005,7,2005
2005-07-15,1.1807851248000002e-05,3.4986225920000005e-06,7.8500344408e-06,6.7129820984e-06,6.538050968800001e-06,3.979683198400001e-06,5.138601932e-06,1.0878529622000002e-05,,2005,7,2005
2005-07-16,1.1370523424e-05,3.3127582668e-06,7.65323692e-06,6.395919426e-06,6.297520665600001e-06,3.8703512424000005e-06,4.91993802e-06,1.05177341672e-05,,2005,7,2005
2005-07-17,1.1370523424e-05,3.0940943548000004e-06,7.434573008000001e-06,6.1663223184e-06,5.991391188800001e-06,3.673553721600001e-06,4.679407716800001e-06,1.0113205930000004e-05,,2005,7,2005
2005-07-18,1.0933195600000002e-05,2.941029616400001e-06,7.314307856400001e-06,5.9804579932000016e-06,5.739927690000001e-06,3.553288570000001e-06,4.504476587200001e-06,9.861742431200002e-06,,2005,7,2005
2005-07-19,1.038653582e-05,2.6458333352e-06,7.084710748800001e-06,5.969524797600001e-06,5.5649965604000015e-06,3.4220902228000007e-06,4.395144631200001e-06,9.4244146072e-06,,2005,7,2005
2005-07-20,1.038653582e-05,2.438102618800001e-06,6.833247250000001e-06,5.805526863600002e-06,5.379132235200001e-06,3.3018250712000004e-06,4.1764807192e-06,9.008953174400002e-06,,2005,7,2005
2005-07-21,9.949207996000002e-06,2.5037017924000007e-06,6.789514467600001e-06,5.707128103200001e-06,5.1823347144e-06,3.3564910492e-06,4.165547523600001e-06,8.834022044800002e-06,,2005,7,2005
2005-07-22,9.949207996000002e-06,2.6458333352e-06,6.8004476632000005e-06,5.9804579932000016e-06,5.116735540800001e-06,3.4548898096000004e-06,4.351411848800001e-06,8.648157719600002e-06,,2005,7,2005
2005-07-23,9.511880172e-06,2.4162362276000005e-06,6.5489841644e-06,5.6087293428000016e-06,4.865272042000001e-06,3.2034263108e-06,3.6298209392e-06,8.560692154800002e-06,,2005,7,2005
2005-07-24,9.511880172e-06,2.2194387068000005e-06,6.384986230400001e-06,5.411931822e-06,4.723140499200001e-06,2.995695594400001e-06,3.3455578536000005e-06,8.287362264800001e-06,,2005,7,2005
2005-07-25,9.074552348000002e-06,2.1210399464000003e-06,6.2756542744e-06,5.2698002792e-06,4.5810089564e-06,2.8972968340000008e-06,3.2034263108e-06,8.068698352800001e-06,,2005,7,2005
2005-07-26,8.637224524000002e-06,1.9679752080000003e-06,6.089789949200001e-06,5.073002758400001e-06,4.373278240000001e-06,2.766098486800001e-06,2.9300964208000004e-06,7.8500344408e-06,,2005,7,2005
2005-07-27,8.637224524000002e-06,1.7274449048000002e-06,5.9367252108000015e-06,4.766873281600001e-06,4.1764807192e-06,2.6130337484e-06,2.809831269200001e-06,7.6204373332e-06,,2005,7,2005
2005-07-28,8.199896700000001e-06,1.6837121224000003e-06,5.838326450400002e-06,4.701274108000001e-06,4.0562155676000005e-06,2.5146349880000003e-06,3.1815599196e-06,7.5329717684e-06,,2005,7,2005
2005-07-29,8.199896700000001e-06,1.6727789268000005e-06,5.674328516400001e-06,4.6247417388e-06,3.9468836116e-06,2.5037017924000007e-06,3.1487603328000005e-06,7.467372594800002e-06,,2005,7,2005
2005-07-30,8.199896700000001e-06,1.5634469708000002e-06,5.586862951600001e-06,4.4607438048e-06,3.82661846e-06,2.4053030320000005e-06,3.2908918756000004e-06,7.379907030000002e-06,,2005,7,2005
2005-07-31,7.762568876e-06,1.4541150148000002e-06,5.4556646044e-06,4.307679066400001e-06,3.695420112800001e-06,2.3178374672000003e-06,3.2799586800000004e-06,7.314307856400001e-06,,2005,7,2005
2005-08-01,7.762568876e-06,1.4650482104000002e-06,5.379132235200001e-06,4.2202135016000005e-06,3.5860881568000007e-06,2.3506370540000004e-06,3.4767562008000004e-06,7.248708682800002e-06,,2005,8,2005
2005-08-02,7.762568876e-06,1.6399793400000002e-06,5.302599866000001e-06,4.296745870800001e-06,3.4767562008000004e-06,2.3506370540000004e-06,3.4002238316000003e-06,7.390840225600001e-06,,2005,8,2005
2005-08-03,7.2159090960000015e-06,1.3775826456000002e-06,5.105802345200001e-06,4.110881545600001e-06,3.334624658e-06,2.1429063376000003e-06,3.1378271372e-06,6.811380858800001e-06,,2005,8,2005
2005-08-04,7.2159090960000015e-06,1.1589187336e-06,4.9418044112e-06,3.9468836116e-06,3.1924931152000006e-06,1.9898415992000004e-06,2.9082300296000004e-06,6.570850555600001e-06,,2005,8,2005
2005-08-05,7.2159090960000015e-06,1.0714531688000002e-06,4.865272042000001e-06,3.8703512424000005e-06,3.1050275504000004e-06,1.8914428388e-06,2.842630856e-06,6.297520665600001e-06,,2005,8,2005
2005-08-06,7.2159090960000015e-06,1.0495867776e-06,4.766873281600001e-06,3.8375516556e-06,2.984762398800001e-06,1.8258436652e-06,2.842630856e-06,6.133522731600001e-06,,2005,8,2005
2005-08-07,6.778581272000001e-06,1.0605199732e-06,4.723140499200001e-06,3.771952482e-06,2.8972968340000008e-06,1.8477100564000005e-06,2.8207644648000006e-06,6.056990362400001e-06,,2005,8,2005
2005-08-08,6.778581272000001e-06,1.0714531688000002e-06,4.657541325600001e-06,3.706353308400001e-06,2.842630856e-06,1.7165117092000002e-06,2.744232095600001e-06,5.783660472400001e-06,,2005,8,2005
2005-08-09,6.778581272000001e-06,9.839876040000002e-07,4.5482093696e-06,3.662620526000001e-06,2.766098486800001e-06,1.6071797532000003e-06,2.6130337484e-06,5.466597800000001e-06,,2005,8,2005
2005-08-10,6.778581272000001e-06,9.511880172000002e-07,4.4498106092000006e-06,3.5642217656000006e-06,2.6458333352e-06,1.5743801664000005e-06,2.5583677704000004e-06,5.488464191200002e-06,,2005,8,2005
2005-08-11,6.341253448000001e-06,9.511880172000002e-07,4.4498106092000006e-06,3.531422178800001e-06,2.5146349880000003e-06,1.5415805796e-06,2.5583677704000004e-06,5.4993973868000005e-06,,2005,8,2005
2005-08-12,6.341253448000001e-06,9.29321626e-07,4.427944218000001e-06,3.4548898096000004e-06,2.438102618800001e-06,1.4978477972000005e-06,2.547434574800001e-06,5.586862951600001e-06,,2005,8,2005
2005-08-13,6.341253448000001e-06,8.746556480000001e-07,4.329545457600001e-06,3.4439566140000008e-06,2.2850378804e-06,1.3885158412000005e-06,2.4271694232000005e-06,5.390065430800001e-06,,2005,8,2005
2005-08-14,6.341253448000001e-06,6.778581272000001e-07,4.231146697200001e-06,3.3127582668e-06,2.3943698364000005e-06,1.2463842984e-06,2.2085055112000005e-06,5.2698002792e-06,,2005,8,2005
2005-08-15,6.341253448000001e-06,6.341253448000001e-07,4.121814741200001e-06,3.3236914624000005e-06,2.5802341616000005e-06,1.2245179072e-06,2.3069042716000003e-06,5.247933888000001e-06,,2005,8,2005
2005-08-16,6.341253448000001e-06,,4.023415980800001e-06,3.3236914624000005e-06,2.1975723156000004e-06,1.2463842984e-06,2.4490358144e-06,5.237000692400001e-06,,2005,8,2005
2005-08-17,6.341253448000001e-06,,3.9250172204e-06,3.3236914624000005e-06,1.9242424256e-06,1.2463842984e-06,2.5583677704000004e-06,5.247933888000001e-06,,2005,8,2005
2005-08-18,6.341253448000001e-06,,3.8156852644e-06,3.3236914624000005e-06,1.8695764476000003e-06,1.2682506896000002e-06,2.6130337484e-06,5.2260674968e-06,,2005,8,2005
2005-08-19,5.903925624000001e-06,,3.728219699600001e-06,3.2799586800000004e-06,1.7930440784000003e-06,1.1589187336e-06,2.5037017924000007e-06,5.0074035848000014e-06,,2005,8,2005
2005-08-20,5.903925624000001e-06,,3.5970213524000007e-06,3.1487603328000005e-06,1.7165117092000002e-06,1.0277203864000005e-06,2.295971076e-06,4.91993802e-06,,2005,8,2005
2005-08-21,5.903925624000001e-06,,3.6188877436000008e-06,3.061294768000001e-06,1.6837121224000003e-06,9.839876040000002e-07,1.6290461444000002e-06,4.843405650800001e-06,,2005,8,2005
2005-08-22,5.903925624000001e-06,,3.706353308400001e-06,2.984762398800001e-06,1.6509125356000002e-06,9.949207996000002e-07,1.6727789268000005e-06,4.7778064772000005e-06,,2005,8,2005
2005-08-23,5.903925624000001e-06,,3.6188877436000008e-06,2.995695594400001e-06,1.6071797532000003e-06,9.621212128e-07,1.5743801664000005e-06,4.766873281600001e-06,,2005,8,2005
2005-08-24,5.903925624000001e-06,,3.4548898096000004e-06,2.9519628120000005e-06,1.5197141884e-06,8.965220392000002e-07,1.4541150148000002e-06,4.7340736948e-06,,2005,8,2005
2005-08-25,5.466597800000001e-06,,3.3236914624000005e-06,2.809831269200001e-06,1.4431818192000002e-06,,1.3229166676e-06,4.6356749344000006e-06,,2005,8,2005
2005-08-26,,,3.2252927020000003e-06,2.7114325088000004e-06,1.3775826456000002e-06,,,4.515409782800001e-06,,2005,8,2005
2005-08-27,,,3.1487603328000005e-06,2.6567665308e-06,1.3447830588e-06,,,4.493543391600001e-06,,2005,8,2005
2005-08-28,,,3.1268939416000005e-06,2.6458333352e-06,1.421315428e-06,,,4.4498106092000006e-06,,2005,8,2005
2005-08-29,,,3.2034263108e-06,2.7004993132000003e-06,1.5415805796e-06,,,4.482610196000001e-06,,2005,8,2005
2005-08-30,,,3.2143595064000007e-06,2.842630856e-06,1.5743801664000005e-06,,,4.5263429784e-06,,2005,8,2005
2005-08-31,,,3.1596935284e-06,2.798898073600001e-06,1.3994490368000005e-06,,,4.438877413600001e-06,,2005,8,2005
2005-09-01,,,3.0831611592e-06,2.744232095600001e-06,1.2791838852000002e-06,,,4.318612262000001e-06,,2005,9,2005
2005-09-02,,,2.995695594400001e-06,2.6458333352e-06,1.1261191468000005e-06,,,4.318612262000001e-06,,2005,9,2005
2005-09-03,,,2.9519628120000005e-06,2.6021005528000005e-06,1.1151859512e-06,,,4.329545457600001e-06,,2005,9,2005
2005-09-04,,,2.8535640516000007e-06,,1.0277203864000005e-06,,,4.318612262000001e-06,,2005,9,2005
2005-09-05,,,2.7770316824000005e-06,,,,,4.2639462840000006e-06,,2005,9,2005
2005-09-06,,,2.766098486800001e-06,,,,,4.1764807192e-06,,2005,9,2005
2005-09-07,,,,,,,,,,2005,9,2005
2005-09-08,,,,,,,,,,2005,9,2005
2005-09-09,,,,,,,,,,2005,9,2005
2005-09-10,,,,,,,,,,2005,9,2005
2005-09-11,,,,,,,,,,2005,9,2005
2005-09-12,,,,,,,,,,2005,9,2005
2005-09-13,,,,,,,,,,2005,9,2005
2005-09-14,,,,,,,,,,2005,9,2005
2005-09-15,,,,,,,,,,2005,9,2005
2005-09-16,,,,,,,,,,2005,9,2005
2005-09-17,,,,,,,,,,2005,9,2005
2005-09-18,,,,,,,,,,2005,9,2005
2005-09-19,,,,,,,,,,2005,9,2005
2005-09-20,,,,,,,,,,2005,9,2005
2005-09-21,,,,,,,,,,2005,9,2005
2005-09-22,,,,,,,,,,2005,9,2005
2005-09-23,,,,,,,,,,2005,9,2005
2005-09-24,,,,,,,,,,2005,9,2005
2005-09-25,,,,,,,,,,2005,9,2005
2005-09-26,,,,,,,,,,2005,9,2005
2005-09-27,,,,,,,,,,2005,9,2005
2005-09-28,,,,,,,,,,2005,9,2005
2005-09-29,,,,,,,,,,2005,9,2005
2005-09-30,,,,,,,,,,2005,9,2005
2005-10-01,,,,,,,,,,2005,10,2006
2005-10-02,,,,,,,,,,2005,10,2006
2005-10-03,,,,,,,,,,2005,10,2006
2005-10-04,,,,,,,,,,2005,10,2006
2005-10-05,,,,,,,,,,2005,10,2006
2005-10-06,,,,,,,,,,2005,10,2006
2005-10-07,,,,,,,,,,2005,10,2006
2005-10-08,,,,,,,,,,2005,10,2006
2005-10-09,,,,,,,,,,2005,10,2006
2005-10-10,,,,,,,,,,2005,10,2006
2005-10-11,,,,,,,,,,2005,10,2006
2005-10-12,,,,,,,,,,2005,10,2006
2005-10-13,,,,,,,,,,2005,10,2006
2005-10-14,,,,,,,,,,2005,10,2006
2005-10-15,,,,,,,,,,2005,10,2006
2005-10-16,,,,,,,,,,2005,10,2006
2005-10-17,,,,,,,,,,2005,10,2006
2005-10-18,,,,,,,,,,2005,10,2006
2005-10-19,,,,,,,,,,2005,10,2006
2005-10-20,,,,,,,,,,2005,10,2006
2005-10-21,,,,,,,,,,2005,10,2006
2005-10-22,,,,,,,,,,2005,10,2006
2005-10-23,,,,,,,,,,2005,10,2006
2005-10-24,,,,,,,,,,2005,10,2006
2005-10-25,,,,,,,,,,2005,10,2006
2005-10-26,,,,,,,,,,2005,10,2006
2005-10-27,,,,,,,,,,2005,10,2006
2005-10-28,,,,,,,,,,2005,10,2006
2005-10-29,,,,,,,,,,2005,10,2006
2005-10-30,,,,,,,,,,2005,10,2006
2005-10-31,,,,,,,,,,2005,10,2006
2005-11-01,,,,,,,,,,2005,11,2006
2005-11-02,,,,,,,,,,2005,11,2006
2005-11-03,,,,,,,,,,2005,11,2006
2005-11-04,,,,,,,,,,2005,11,2006
2005-11-05,,,,,,,,,,2005,11,2006
2005-11-06,,,,,,,,,,2005,11,2006
2005-11-07,,,,,,,,,,2005,11,2006
2005-11-08,,,,,,,,,,2005,11,2006
2005-11-09,,,,,,,,,,2005,11,2006
2005-11-10,,,,,,,,,,2005,11,2006
2005-11-11,,,,,,,,,,2005,11,2006
2005-11-12,,,,,,,,,,2005,11,2006
2005-11-13,,,,,,,,,,2005,11,2006
2005-11-14,,,,,,,,,,2005,11,2006
2005-11-15,,,,,,,,,,2005,11,2006
2005-11-16,,,,,,,,,,2005,11,2006
2005-11-17,,,,,,,,,,2005,11,2006
2005-11-18,,,,,,,,,,2005,11,2006
2005-11-19,,,,,,,,,,2005,11,2006
2005-11-20,,,,,,,,,,2005,11,2006
