START DATE,Q,dQdt,Mode,log_Q,log_dQdt,WATERYEAR,Fire,END DATE
2005-06-15,3.2252927020000004e-05,-2.733298900000002e-06,Raw,-4.491430866115499,-5.563312873421624,2005,Pre-fire,
2005-06-16,3.181559919600001e-05,-4.373278239999976e-07,Raw,-4.497359893107754,-6.359192890765701,2005,Pre-fire,
2005-06-21,2.9082300296000005e-05,-3.1706267239999997e-06,Raw,-4.536371245462595,-5.498854884194706,2005,Pre-fire,
2005-06-22,2.7223657044000008e-05,-1.8586432519999967e-06,Raw,-4.565053534997925,-5.730803960715389,2005,Pre-fire,
2005-06-23,2.5365013792000005e-05,-1.8586432520000035e-06,Raw,-4.595764897202762,-5.730803960715387,2005,Pre-fire,
2005-06-24,2.4053030320000005e-05,-1.3119834719999997e-06,Raw,-4.6188302012714555,-5.882071636046037,2005,Pre-fire,
2005-06-25,2.2741046848e-05,-1.3119834720000064e-06,Raw,-4.6431895471309,-5.882071636046035,2005,Pre-fire,
2005-06-26,2.1319731420000003e-05,-1.4213154279999957e-06,Raw,-4.671218270731144,-5.847309529786826,2005,Pre-fire,
2005-06-27,2.0882403596e-05,-4.373278240000044e-07,Raw,-4.680219514845934,-6.359192890765695,2005,Pre-fire,
2005-06-29,2.0007747948000003e-05,-1.3119834719999997e-06,Raw,-4.698801792363232,-5.882071636046037,2005,Pre-fire,
2005-06-30,1.9023760344e-05,-9.839876040000048e-07,Raw,-4.720703633811062,-6.007010372654335,2005,Pre-fire,
2005-07-01,1.7711776872000005e-05,-1.3119834719999929e-06,Raw,-4.7517378675510304,-5.88207163604604,2005,Pre-fire,
2005-07-02,1.7274449048000004e-05,-4.37327824000001e-07,Raw,-4.762595795139239,-6.359192890765699,2005,Pre-fire,
2005-07-03,1.6290461444000003e-05,-9.839876040000014e-07,Raw,-4.788066613681387,-6.007010372654336,2005,Pre-fire,
2005-07-04,1.5853133620000002e-05,-4.37327824000001e-07,Raw,-4.799884879858687,-6.359192890765699,2005,Pre-fire,
2005-07-05,1.5415805796e-05,-4.37327824000001e-07,Raw,-4.8120337694382815,-6.359192890765699,2005,Pre-fire,
2005-07-06,1.4978477972000003e-05,-4.373278239999976e-07,Raw,-4.8245323149372545,-6.359192890765701,2005,Pre-fire,
2005-07-07,1.4541150148000002e-05,-4.37327824000001e-07,Raw,-4.837401241126576,-6.359192890765699,2005,Pre-fire,
2005-07-08,1.4103822324000005e-05,-4.373278239999976e-07,Raw,-4.850663171794412,-6.359192890765701,2005,Pre-fire,
2005-07-11,1.4103822324000005e-05,-4.373278239999976e-07,Raw,-4.850663171794412,-6.359192890765701,2005,Pre-fire,
2005-07-12,1.3119834720000002e-05,-9.839876040000031e-07,Raw,-4.882071636046037,-6.007010372654335,2005,Pre-fire,
2005-07-13,1.2682506896000002e-05,-4.373278239999993e-07,Raw,-4.896794892866743,-6.3591928907657,2005,Pre-fire,
2005-07-14,1.2245179072000005e-05,-4.373278239999976e-07,Raw,-4.91203485942348,-6.359192890765701,2005,Pre-fire,
2005-07-15,1.1807851248000002e-05,-4.373278240000027e-07,Raw,-4.927829126606712,-6.359192890765697,2005,Pre-fire,
2005-07-16,1.1370523424e-05,-4.373278240000027e-07,Raw,-4.944219542794881,-6.359192890765697,2005,Pre-fire,
2006-05-30,4.4935433916e-05,-8.637224524000004e-06,Raw,-4.347411060217593,-5.06362579080322,2006,Pre-fire,
2006-05-31,3.8156852644000006e-05,-6.778581271999997e-06,Raw,-4.4184274551344815,-5.168861192595408,2006,Pre-fire,
2006-06-01,3.542355374400001e-05,-2.7332988999999953e-06,Raw,-4.450707871887049,-5.563312873421625,2006,Pre-fire,
2006-06-05,4.9855371936e-05,-3.279958680000016e-06,Raw,-4.302288039429227,-5.484131627373997,2006,Pre-fire,
2006-06-06,4.2639462840000006e-05,-7.215909095999995e-06,Raw,-4.370188275067163,-5.141708946551794,2006,Pre-fire,
2006-06-07,3.7610192864000006e-05,-5.029269976e-06,Raw,-4.424694439522131,-5.298495050412088,2006,Pre-fire,
2006-06-08,3.3564910492000004e-05,-4.045282372000002e-06,Raw,-4.474114506616475,-5.393051158026666,2006,Pre-fire,
2006-06-09,3.0394283768000004e-05,-3.1706267239999997e-06,Raw,-4.517208086175585,-5.498854884194706,2006,Pre-fire,
2006-06-10,2.8098312692000003e-05,-2.295971076000001e-06,Raw,-4.551319758762367,-5.639033587359743,2006,Pre-fire,
2006-06-11,2.634900139600001e-05,-1.7493112959999939e-06,Raw,-4.579235839518793,-5.757132899437739,2006,Pre-fire,
2006-06-15,2.7223657044000008e-05,-4.3732782399999085e-07,Raw,-4.565053534997925,-6.3591928907657085,2006,Pre-fire,
2006-06-16,2.6786329220000004e-05,-4.373278240000044e-07,Raw,-4.5720867977291295,-6.359192890765695,2006,Pre-fire,
2006-06-17,2.634900139600001e-05,-4.3732782399999424e-07,Raw,-4.579235839518793,-6.359192890765705,2006,Pre-fire,
2006-06-18,2.4053030320000005e-05,-2.2959710760000045e-06,Raw,-4.6188302012714555,-5.639033587359742,2006,Pre-fire,
2006-06-19,2.2741046848e-05,-1.3119834720000064e-06,Raw,-4.6431895471309,-5.882071636046035,2006,Pre-fire,
2006-06-20,2.1757059244000004e-05,-9.839876039999947e-07,Raw,-4.662399805683955,-6.00701037265434,2006,Pre-fire,
2006-06-21,2.0445075772000004e-05,-1.3119834719999997e-06,Raw,-4.689411275557163,-5.882071636046037,2006,Pre-fire,
2006-06-22,1.9461088168000003e-05,-9.839876040000014e-07,Raw,-4.710832879784768,-6.007010372654336,2006,Pre-fire,
2006-06-23,1.858643252e-05,-8.74655648000002e-07,Raw,-4.730803960715388,-6.0581628951017175,2006,Pre-fire,
2006-06-24,1.7711776872000005e-05,-8.746556479999952e-07,Raw,-4.7517378675510304,-6.05816289510172,2006,Pre-fire,
2006-06-25,1.6837121224000003e-05,-8.74655648000002e-07,Raw,-4.773732161257199,-6.0581628951017175,2006,Pre-fire,
2006-06-26,1.5853133620000002e-05,-9.839876040000014e-07,Raw,-4.799884879858687,-6.007010372654336,2006,Pre-fire,
2006-06-27,1.5415805796e-05,-4.37327824000001e-07,Raw,-4.8120337694382815,-6.359192890765699,2006,Pre-fire,
2006-06-28,1.4978477972000003e-05,-4.373278239999976e-07,Raw,-4.8245323149372545,-6.359192890765701,2006,Pre-fire,
2006-06-30,1.7274449048000004e-05,-2.7332988999999987e-06,Raw,-4.762595795139239,-5.563312873421625,2006,Pre-fire,
2006-07-01,1.6290461444000003e-05,-9.839876040000014e-07,Raw,-4.788066613681387,-6.007010372654336,2006,Pre-fire,
2006-07-02,1.4978477972000003e-05,-1.3119834719999997e-06,Raw,-4.8245323149372545,-5.882071636046037,2006,Pre-fire,
2006-07-03,1.4103822324000005e-05,-8.746556479999986e-07,Raw,-4.850663171794412,-6.058162895101719,2006,Pre-fire,
2006-07-05,1.4103822324000005e-05,-1.3119834719999963e-06,Raw,-4.850663171794412,-5.882071636046038,2006,Pre-fire,
2006-07-06,1.3666494500000002e-05,-4.373278240000027e-07,Raw,-4.864342869085605,-6.359192890765697,2006,Pre-fire,
2006-07-07,1.3119834720000002e-05,-5.466597800000004e-07,Raw,-4.882071636046037,-6.2622828777576425,2006,Pre-fire,
2006-07-08,1.2682506896000002e-05,-4.373278239999993e-07,Raw,-4.896794892866743,-6.3591928907657,2006,Pre-fire,
2006-07-09,1.2245179072000005e-05,-4.373278239999976e-07,Raw,-4.91203485942348,-6.359192890765701,2006,Pre-fire,
2006-07-10,1.1807851248000002e-05,-4.373278240000027e-07,Raw,-4.927829126606712,-6.359192890765697,2006,Pre-fire,
2006-07-11,1.1370523424e-05,-4.373278240000027e-07,Raw,-4.944219542794881,-6.359192890765697,2006,Pre-fire,
2006-07-14,1.0933195600000002e-05,-4.373278239999976e-07,Raw,-4.961252882093662,-6.359192890765701,2006,Pre-fire,
2006-07-15,1.038653582e-05,-5.466597800000021e-07,Raw,-4.983529276804814,-6.262282877757642,2006,Pre-fire,
2006-07-16,9.949207996000002e-06,-4.373278239999976e-07,Raw,-5.002211489772568,-6.359192890765701,2006,Pre-fire,
2006-08-24,4.482610196000001e-06,-1.093319559999994e-07,Raw,-5.348469025373926,-6.961252882093664,2006,Pre-fire,
2006-08-25,4.373278240000001e-06,-1.0933195600000025e-07,Raw,-5.3591928907657,-6.96125288209366,2006,Pre-fire,
2006-08-26,4.2639462840000006e-06,-1.0933195600000025e-07,Raw,-5.370188275067163,-6.96125288209366,2006,Pre-fire,
2006-08-31,4.154614328e-06,-1.0933195600000025e-07,Raw,-5.381469285476852,-6.96125288209366,2006,Pre-fire,
2006-09-01,4.045282372000001e-06,-1.093319559999994e-07,Raw,-5.393051158026666,-6.961252882093664,2006,Pre-fire,
2006-09-02,3.935950416000001e-06,-1.0933195600000025e-07,Raw,-5.404950381326374,-6.96125288209366,2006,Pre-fire,
2007-04-10,5.5321969736e-05,-4.591942152000009e-06,Raw,-4.257102365253862,-5.33800359169576,2007,Pre-fire,
2007-04-11,5.127668736400001e-05,-4.045282371999988e-06,Raw,-4.290080039378578,-5.393051158026668,2007,Pre-fire,
2007-04-12,4.9855371936e-05,-1.4213154280000092e-06,Raw,-4.302288039429227,-5.8473095297868225,2007,Pre-fire,
2007-04-13,4.810606064000001e-05,-1.7493112959999905e-06,Raw,-4.317800205607474,-5.75713289943774,2007,Pre-fire,
2007-04-18,4.668474521200001e-05,-1.4213154280000024e-06,Raw,-4.330825007068638,-5.847309529786824,2007,Pre-fire,
2007-04-19,4.537276174000001e-05,-1.3119834719999997e-06,Raw,-4.343204785381569,-5.882071636046037,2007,Pre-fire,
2007-04-20,4.307679066400001e-05,-2.2959710759999977e-06,Raw,-4.3657566602680875,-5.639033587359743,2007,Pre-fire,
2007-04-23,5.2151343012000005e-05,-1.8586432520000068e-06,Raw,-4.282734503053548,-5.730803960715386,2007,Pre-fire,
2007-04-24,4.8543388464000014e-05,-3.6079545479999906e-06,Raw,-4.313869911979042,-5.442738942215775,2007,Pre-fire,
2007-04-25,4.6247417388000016e-05,-2.2959710759999977e-06,Raw,-4.334912514718619,-5.639033587359743,2007,Pre-fire,
2007-04-26,4.307679066400001e-05,-3.1706267240000065e-06,Raw,-4.3657566602680875,-5.498854884194705,2007,Pre-fire,
2007-04-27,4.034349176400001e-05,-2.733298900000002e-06,Raw,-4.3942265159346015,-5.563312873421624,2007,Pre-fire,
2007-04-29,3.9031508292e-05,-1.3119834720000064e-06,Raw,-4.4085846659814685,-5.882071636046035,2007,Pre-fire,
2007-04-30,3.717286504e-05,-1.858643252e-06,Raw,-4.429773965051407,-5.730803960715388,2007,Pre-fire,
2007-05-01,3.542355374400001e-05,-1.7493112959999905e-06,Raw,-4.450707871887049,-5.75713289943774,2007,Pre-fire,
2007-05-04,3.6735537216e-05,-1.858643252e-06,Raw,-4.434913604703818,-5.730803960715388,2007,Pre-fire,
2007-05-05,3.4986225920000006e-05,-1.7493112959999905e-06,Raw,-4.456102903773756,-5.75713289943774,2007,Pre-fire,
2007-05-06,3.3564910492000004e-05,-1.4213154280000024e-06,Raw,-4.474114506616475,-5.847309529786824,2007,Pre-fire,
2007-05-09,3.542355374400001e-05,-4.373278239999976e-07,Raw,-4.450707871887049,-6.359192890765701,2007,Pre-fire,
2007-05-10,3.3127582668e-05,-2.2959710760000112e-06,Raw,-4.479810253591356,-5.63903358735974,2007,Pre-fire,
2007-05-11,3.1268939416000006e-05,-1.8586432519999933e-06,Raw,-4.5048868489646186,-5.73080396071539,2007,Pre-fire,
2007-05-12,2.9956955944000007e-05,-1.3119834719999997e-06,Raw,-4.523502319273273,-5.882071636046037,2007,Pre-fire,
2007-05-13,2.7660984868e-05,-2.295971076000008e-06,Raw,-4.558132360917844,-5.639033587359741,2007,Pre-fire,
2007-05-14,2.634900139600001e-05,-1.3119834719999895e-06,Raw,-4.579235839518793,-5.8820716360460406,2007,Pre-fire,
2007-05-15,2.5911673572000005e-05,-4.373278240000044e-07,Raw,-4.586504536083558,-6.359192890765695,2007,Pre-fire,
2007-05-16,2.4927685968e-05,-9.839876040000048e-07,Raw,-4.603318035093208,-6.007010372654335,2007,Pre-fire,
2007-05-17,2.4053030320000005e-05,-8.746556479999952e-07,Raw,-4.6188302012714555,-6.05816289510172,2007,Pre-fire,
2007-05-18,2.2741046848e-05,-1.3119834720000064e-06,Raw,-4.6431895471309,-5.882071636046035,2007,Pre-fire,
2007-05-19,2.1757059244000004e-05,-9.839876039999947e-07,Raw,-4.662399805683955,-6.00701037265434,2007,Pre-fire,
2007-05-23,2.0882403596e-05,-1.858643252e-06,Raw,-4.680219514845934,-5.730803960715388,2007,Pre-fire,
2007-05-24,2.0007747948000003e-05,-8.746556479999952e-07,Raw,-4.698801792363232,-6.05816289510172,2007,Pre-fire,
2007-05-25,1.9023760344e-05,-9.839876040000048e-07,Raw,-4.720703633811062,-6.007010372654335,2007,Pre-fire,
2007-05-26,1.8149104696000003e-05,-8.746556479999952e-07,Raw,-4.741144794053606,-6.05816289510172,2007,Pre-fire,
2007-05-27,1.7711776872000005e-05,-4.373278239999976e-07,Raw,-4.7517378675510304,-6.359192890765701,2007,Pre-fire,
2007-05-28,1.7274449048000004e-05,-4.37327824000001e-07,Raw,-4.762595795139239,-6.359192890765699,2007,Pre-fire,
2007-05-29,1.6837121224000003e-05,-4.37327824000001e-07,Raw,-4.773732161257199,-6.359192890765699,2007,Pre-fire,
2007-05-30,1.6290461444000003e-05,-5.466597800000004e-07,Raw,-4.788066613681387,-6.2622828777576425,2007,Pre-fire,
2007-05-31,1.5853133620000002e-05,-4.37327824000001e-07,Raw,-4.799884879858687,-6.359192890765699,2007,Pre-fire,
2007-06-01,1.5415805796e-05,-4.37327824000001e-07,Raw,-4.8120337694382815,-6.359192890765699,2007,Pre-fire,
2007-06-02,1.4978477972000003e-05,-4.373278239999976e-07,Raw,-4.8245323149372545,-6.359192890765701,2007,Pre-fire,
2007-06-03,1.4103822324000005e-05,-8.746556479999986e-07,Raw,-4.850663171794412,-6.058162895101719,2007,Pre-fire,
2007-06-07,1.7274449048000004e-05,-1.3119834719999963e-06,Raw,-4.762595795139239,-5.882071636046038,2007,Pre-fire,
2007-06-08,1.5853133620000002e-05,-1.4213154280000024e-06,Raw,-4.799884879858687,-5.847309529786824,2007,Pre-fire,
2007-06-09,1.5415805796e-05,-4.37327824000001e-07,Raw,-4.8120337694382815,-6.359192890765699,2007,Pre-fire,
2007-06-11,1.7274449048000004e-05,-1.7493112959999939e-06,Raw,-4.762595795139239,-5.757132899437739,2007,Pre-fire,
2007-06-12,1.5853133620000002e-05,-1.4213154280000024e-06,Raw,-4.799884879858687,-5.847309529786824,2007,Pre-fire,
2007-06-13,1.4978477972000003e-05,-8.746556479999986e-07,Raw,-4.8245323149372545,-6.058162895101719,2007,Pre-fire,
2007-06-14,1.4103822324000005e-05,-8.746556479999986e-07,Raw,-4.850663171794412,-6.058162895101719,2007,Pre-fire,
2007-06-15,1.3666494500000002e-05,-4.373278240000027e-07,Raw,-4.864342869085605,-6.359192890765697,2007,Pre-fire,
2007-06-20,1.2245179072000005e-05,-4.373278239999976e-07,Raw,-4.91203485942348,-6.359192890765701,2007,Pre-fire,
2007-06-21,1.1807851248000002e-05,-4.373278240000027e-07,Raw,-4.927829126606712,-6.359192890765697,2007,Pre-fire,
2007-06-22,1.1370523424e-05,-4.373278240000027e-07,Raw,-4.944219542794881,-6.359192890765697,2007,Pre-fire,
2007-09-06,4.5919421520000005e-06,-4.3732782400000017e-07,Raw,-5.338003591695761,-6.3591928907657,2007,Pre-fire,
2007-09-07,4.482610196000001e-06,-1.093319559999994e-07,Raw,-5.348469025373926,-6.961252882093664,2007,Pre-fire,
2007-09-08,4.373278240000001e-06,-1.0933195600000025e-07,Raw,-5.3591928907657,-6.96125288209366,2007,Pre-fire,
2007-09-09,4.2639462840000006e-06,-1.0933195600000025e-07,Raw,-5.370188275067163,-6.96125288209366,2007,Pre-fire,
2008-05-18,0.00026950327154,-2.678632922e-05,Raw,-3.5694359584804127,-4.5720867977291295,2008,Pre-fire,
2008-05-19,0.000228613119996,-4.0890151544e-05,Raw,-3.64089884927599,-4.388381279893181,2008,Pre-fire,
2008-05-20,0.000216805268748,-1.1807851248000004e-05,Raw,-3.663930167888359,-4.927829126606712,2008,Pre-fire,
2008-05-21,0.00018149104696,-3.531422178799999e-05,Raw,-3.7411447940536067,-4.452050359762559,2008,Pre-fire,
2008-05-22,0.00014377152214,-3.771952482000001e-05,Raw,-3.842327129267885,-4.423433787020388,2008,Pre-fire,
2008-05-23,0.000115673209448,-2.8098312691999993e-05,Raw,-3.9367672143944947,-4.551319758762367,2008,Pre-fire,
2008-05-24,9.982007582800002e-05,-1.5853133619999978e-05,Raw,-4.000782104559363,-4.799884879858688,2008,Pre-fire,
2008-05-30,0.00012245179072,-2.3178374671999996e-05,Raw,-3.91203485942348,-4.6349170211649104,2008,Pre-fire,
2008-05-31,0.000116110537272,-6.341253448000013e-06,Raw,-3.9351283653482114,-5.197824888530723,2008,Pre-fire,
2008-06-01,0.000108019972528,-8.090564744000003e-06,Raw,-3.966495937506034,-5.092021162362685,2008,Pre-fire,
2008-06-02,9.3916150204e-05,-1.4103822324000001e-05,Raw,-4.027259718262419,-4.850663171794412,2008,Pre-fire,
2008-06-15,8.167097113200001e-05,-2.2959710760000112e-06,Raw,-4.087932280278263,-5.63903358735974,2008,Pre-fire,
2008-06-16,7.981232788000001e-05,-1.858643252e-06,Raw,-4.097930021973206,-5.730803960715388,2008,Pre-fire,
2008-06-17,7.664170115600001e-05,-3.170626723999993e-06,Raw,-4.115534864127003,-5.4988548841947065,2008,Pre-fire,
2008-06-18,6.898846423600001e-05,-7.653236920000006e-06,Raw,-4.161223522849528,-5.116154842079404,2008,Pre-fire,
2008-06-19,6.3084538612e-05,-5.903925624000002e-06,Raw,-4.20007706893793,-5.228859122270693,2008,Pre-fire,
2008-06-22,6.1663223184e-05,-5.0292699760000066e-06,Raw,-4.209973778110319,-5.298495050412087,2008,Pre-fire,
2008-06-23,5.5321969736e-05,-6.341253448000006e-06,Raw,-4.257102365253862,-5.197824888530724,2008,Pre-fire,
2008-06-24,5.0402031716000014e-05,-4.9199380199999834e-06,Raw,-4.297551956704013,-5.30804036831832,2008,Pre-fire,
2008-06-25,4.810606064000001e-05,-2.2959710760000045e-06,Raw,-4.317800205607474,-5.639033587359742,2008,Pre-fire,
2008-06-26,4.668474521200001e-05,-1.4213154280000024e-06,Raw,-4.330825007068638,-5.847309529786824,2008,Pre-fire,
2008-06-27,4.6247417388000016e-05,-4.3732782399999085e-07,Raw,-4.334912514718619,-6.3591928907657085,2008,Pre-fire,
2008-06-30,4.581008956400001e-05,-4.591942152000002e-06,Raw,-4.339038859127366,-5.338003591695761,2008,Pre-fire,
2008-07-01,4.0780819588000006e-05,-5.0292699760000066e-06,Raw,-4.389544050284974,-5.298495050412087,2008,Pre-fire,
2008-07-02,3.6735537216e-05,-4.0452823720000085e-06,Raw,-4.434913604703818,-5.393051158026666,2008,Pre-fire,
2008-07-03,3.3127582668e-05,-3.6079545479999973e-06,Raw,-4.479810253591356,-5.442738942215774,2008,Pre-fire,
2008-07-04,2.9956955944000007e-05,-3.170626723999993e-06,Raw,-4.523502319273273,-5.4988548841947065,2008,Pre-fire,
2008-07-05,2.7223657044000008e-05,-2.7332988999999987e-06,Raw,-4.565053534997925,-5.563312873421625,2008,Pre-fire,
2008-07-06,2.5365013792000005e-05,-1.8586432520000035e-06,Raw,-4.595764897202762,-5.730803960715387,2008,Pre-fire,
2008-07-07,2.3615702496000004e-05,-1.7493112960000007e-06,Raw,-4.6267991309427305,-5.757132899437737,2008,Pre-fire,
2008-07-08,2.2741046848e-05,-8.746556480000054e-07,Raw,-4.6431895471309,-6.058162895101716,2008,Pre-fire,
2008-07-09,2.1319731420000003e-05,-1.4213154279999957e-06,Raw,-4.671218270731144,-5.847309529786826,2008,Pre-fire,
2008-07-10,2.0445075772000004e-05,-8.746556479999986e-07,Raw,-4.689411275557163,-6.058162895101719,2008,Pre-fire,
2008-07-11,1.9461088168000003e-05,-9.839876040000014e-07,Raw,-4.710832879784768,-6.007010372654336,2008,Pre-fire,
2008-07-12,1.858643252e-05,-8.74655648000002e-07,Raw,-4.730803960715388,-6.0581628951017175,2008,Pre-fire,
2008-07-13,1.7711776872000005e-05,-8.746556479999952e-07,Raw,-4.7517378675510304,-6.05816289510172,2008,Pre-fire,
2008-07-14,1.7274449048000004e-05,-4.37327824000001e-07,Raw,-4.762595795139239,-6.359192890765699,2008,Pre-fire,
2008-07-15,1.6837121224000003e-05,-4.37327824000001e-07,Raw,-4.773732161257199,-6.359192890765699,2008,Pre-fire,
2008-07-16,1.6290461444000003e-05,-5.466597800000004e-07,Raw,-4.788066613681387,-6.2622828777576425,2008,Pre-fire,
2008-07-17,1.5853133620000002e-05,-4.37327824000001e-07,Raw,-4.799884879858687,-6.359192890765699,2008,Pre-fire,
2008-07-18,1.5415805796e-05,-4.37327824000001e-07,Raw,-4.8120337694382815,-6.359192890765699,2008,Pre-fire,
2008-07-19,1.4978477972000003e-05,-4.373278239999976e-07,Raw,-4.8245323149372545,-6.359192890765701,2008,Pre-fire,
2008-07-20,1.4541150148000002e-05,-4.37327824000001e-07,Raw,-4.837401241126576,-6.359192890765699,2008,Pre-fire,
2008-08-22,1.2682506896000002e-05,-5.466597800000001e-06,Raw,-4.896794892866743,-5.2622828777576425,2008,Pre-fire,
2008-08-23,1.1370523424e-05,-1.311983472000003e-06,Raw,-4.944219542794881,-5.882071636046036,2008,Pre-fire,
2008-08-24,1.038653582e-05,-9.839876039999997e-07,Raw,-4.983529276804814,-6.007010372654337,2008,Pre-fire,
2008-08-25,9.949207996000002e-06,-4.373278239999976e-07,Raw,-5.002211489772568,-6.359192890765701,2008,Pre-fire,
2009-05-18,9.0308195656e-05,-3.17062672400002e-06,Raw,-4.044272834773279,-5.498854884194703,2009,Pre-fire,
2009-05-19,8.298295460400001e-05,-7.325241051999991e-06,Raw,-4.081011106198181,-5.135178079392836,2009,Pre-fire,
2009-05-20,6.5817837512e-05,-1.7165117092000012e-05,Raw,-4.181656390835837,-4.765353229684428,2009,Pre-fire,
2009-05-21,5.6743285164000014e-05,-9.074552347999988e-06,Raw,-4.246085524245204,-5.042174789717588,2009,Pre-fire,
2009-05-22,5.3135330616000016e-05,-3.6079545479999973e-06,Raw,-4.274616612831368,-5.442738942215774,2009,Pre-fire,
2009-05-23,5.1714015188000014e-05,-1.4213154280000024e-06,Raw,-4.28639174135585,-5.847309529786824,2009,Pre-fire,
2009-05-24,4.9418044112e-05,-2.2959710760000112e-06,Raw,-4.30611444728228,-5.63903358735974,2009,Pre-fire,
2009-05-25,4.537276174000001e-05,-4.045282371999995e-06,Raw,-4.343204785381569,-5.393051158026667,2009,Pre-fire,
2009-05-26,4.1764807192e-05,-3.607954548000011e-06,Raw,-4.379189519181953,-5.442738942215773,2009,Pre-fire,
2009-05-27,3.990616394e-05,-1.858643252e-06,Raw,-4.3989600176371875,-5.730803960715388,2009,Pre-fire,
2009-05-28,3.9468836116000006e-05,-4.3732782399999085e-07,Raw,-4.4037456801880035,-6.3591928907657085,2009,Pre-fire,
2009-05-30,3.6735537216e-05,-2.733298900000009e-06,Raw,-4.434913604703818,-5.563312873421623,2009,Pre-fire,
2009-05-31,3.4002238316e-05,-2.7332988999999953e-06,Raw,-4.468492493066824,-5.563312873421625,2009,Pre-fire,
2009-06-01,3.1268939416000006e-05,-2.7332988999999953e-06,Raw,-4.5048868489646186,-5.563312873421625,2009,Pre-fire,
2009-06-02,2.9082300296000005e-05,-2.1866391200000017e-06,Raw,-4.536371245462595,-5.66022288642968,2009,Pre-fire,
2009-06-03,2.7223657044000008e-05,-1.8586432519999967e-06,Raw,-4.565053534997925,-5.730803960715389,2009,Pre-fire,
2009-06-05,2.5911673572000005e-05,-1.7493112959999939e-06,Raw,-4.586504536083558,-5.757132899437739,2009,Pre-fire,
2009-06-06,2.449035814400001e-05,-1.4213154279999957e-06,Raw,-4.611004863759499,-5.847309529786826,2009,Pre-fire,
2009-06-07,2.317837467200001e-05,-1.3119834719999997e-06,Raw,-4.6349170211649104,-5.882071636046037,2009,Pre-fire,
2009-06-08,2.1757059244000004e-05,-1.4213154280000058e-06,Raw,-4.662399805683955,-5.847309529786823,2009,Pre-fire,
2009-06-09,2.0882403596e-05,-8.746556480000054e-07,Raw,-4.680219514845934,-6.058162895101716,2009,Pre-fire,
2009-06-15,1.9461088168000003e-05,-1.4213154279999957e-06,Raw,-4.710832879784768,-5.847309529786826,2009,Pre-fire,
2009-06-16,1.858643252e-05,-8.74655648000002e-07,Raw,-4.730803960715388,-6.0581628951017175,2009,Pre-fire,
2009-06-17,1.7711776872000005e-05,-8.746556479999952e-07,Raw,-4.7517378675510304,-6.05816289510172,2009,Pre-fire,
2009-06-18,1.6837121224000003e-05,-8.74655648000002e-07,Raw,-4.773732161257199,-6.0581628951017175,2009,Pre-fire,
2009-06-23,1.4978477972000003e-05,-8.746556479999986e-07,Raw,-4.8245323149372545,-6.058162895101719,2009,Pre-fire,
2009-06-24,1.4541150148000002e-05,-4.37327824000001e-07,Raw,-4.837401241126576,-6.359192890765699,2009,Pre-fire,
2009-06-25,1.4103822324000005e-05,-4.373278239999976e-07,Raw,-4.850663171794412,-6.359192890765701,2009,Pre-fire,
2009-06-27,1.3119834720000002e-05,-9.839876040000031e-07,Raw,-4.882071636046037,-6.007010372654335,2009,Pre-fire,
2009-06-28,1.2682506896000002e-05,-4.373278239999993e-07,Raw,-4.896794892866743,-6.3591928907657,2009,Pre-fire,
2009-06-29,1.2245179072000005e-05,-4.373278239999976e-07,Raw,-4.91203485942348,-6.359192890765701,2009,Pre-fire,
2009-07-04,1.0933195600000002e-05,-4.373278239999976e-07,Raw,-4.961252882093662,-6.359192890765701,2009,Pre-fire,
2009-07-05,1.038653582e-05,-5.466597800000021e-07,Raw,-4.983529276804814,-6.262282877757642,2009,Pre-fire,
2009-07-06,9.949207996000002e-06,-4.373278239999976e-07,Raw,-5.002211489772568,-6.359192890765701,2009,Pre-fire,
2009-07-14,9.511880172e-06,-4.373278240000027e-07,Raw,-5.021733629475043,-6.359192890765697,2009,Pre-fire,
2009-07-15,9.074552348000002e-06,-4.373278239999976e-07,Raw,-5.0421747897175875,-6.359192890765701,2009,Pre-fire,
2009-07-16,8.637224524000002e-06,-4.373278239999993e-07,Raw,-5.06362579080322,-6.3591928907657,2009,Pre-fire,
2009-07-17,8.199896700000001e-06,-4.37327824000001e-07,Raw,-5.086191618701962,-6.359192890765699,2009,Pre-fire,
2009-08-08,6.778581272000001e-06,-4.3732782400000017e-07,Raw,-5.168861192595408,-6.3591928907657,2009,Pre-fire,
2009-08-09,6.341253448000001e-06,-4.3732782400000017e-07,Raw,-5.197824888530724,-6.3591928907657,2009,Pre-fire,
2009-08-10,5.903925624000001e-06,-4.3732782400000017e-07,Raw,-5.228859122270693,-6.3591928907657,2009,Pre-fire,
2010-06-05,0.000245887569044,-8.3420282428e-05,Raw,-3.6092634266580297,-4.078728344138781,2010,Pre-fire,
2010-06-06,0.000166075241164,-7.981232788e-05,Raw,-3.7796951082308756,-4.097930021973206,2010,Pre-fire,
2010-06-07,0.00013065168742,-3.5423553743999984e-05,Raw,-3.8838849768095054,-4.45070787188705,2010,Pre-fire,
2010-06-08,9.894542018e-05,-3.170626724000001e-05,Raw,-4.004604302888459,-4.498854884194706,2010,Pre-fire,
2010-06-09,9.1182851304e-05,-7.762568876000002e-06,Raw,-4.040086831455923,-5.109994533374587,2010,Pre-fire,
2010-06-11,8.844955240400002e-05,-8.637224524000024e-06,Raw,-4.053304360481389,-5.063625790803219,2010,Pre-fire,
